1579018422,13,3,1,3.965332,0.370605,0.962891
1579018423,13,3,1,3.971436,0.374756,0.962158
1579018424,13,3,1,3.966797,0.370605,0.958008
1579018425,13,3,1,0.180664,0.043701,0.912842
1579018426,13,3,1,0.385010,0.205811,0.994629
1579018427,13,3,1,0.733398,0.055664,1.241943
1579018428,13,2,1,0.503418,3.868652,0.900635
1579018429,13,3,0,0.490234,3.911865,0.901611
1579018430,13,3,0,0.405518,3.861816,0.863281
1579018431,13,3,1,0.394287,3.854736,1.006348
1579018432,13,3,0,0.402344,3.916016,0.860352
1579018433,13,2,0,0.282715,3.875977,0.919922
1579018434,13,3,1,0.364746,3.619629,0.882080
1579018435,14,3,1,0.342773,3.712891,0.911377
1579018436,13,2,2,0.346191,3.735352,0.948730
1579018437,13,2,1,0.347168,3.768066,0.935059
1579018438,13,3,2,0.287842,3.735840,1.135742
1579018439,13,2,2,0.193848,3.851807,1.026123
1579018440,13,3,1,0.001709,0.226562,0.999023
1579018441,13,3,1,0.006836,0.245605,0.998779
1579018442,13,3,1,0.012207,0.263428,0.993164
1579018443,13,3,1,0.015137,0.268799,0.992920
1579018927,13,3,1,0.096436,0.417480,0.940186
1579018927,13,3,1,0.088623,0.422607,0.926270
1579018927,13,3,1,0.089355,0.427246,0.932129
1579018927,13,3,1,0.084473,0.423096,0.934326
1579018927,13,3,1,0.085205,0.412842,0.930176
1579018927,13,3,1,0.260986,0.654541,0.798584
1579018927,13,3,1,0.169922,0.648438,1.003662
1579018927,13,3,1,0.178711,0.698486,0.703369
1579018927,13,3,1,3.887207,3.447754,0.645752
1579018927,13,3,1,0.298096,0.123047,1.028320
1579018927,13,3,1,0.050049,0.256104,0.992920
1579018927,13,2,2,0.051270,0.288086,0.986084
1579018927,13,2,2,0.050537,0.300049,0.986328
1579018927,13,2,1,0.055176,0.305420,0.988037
1579018927,13,2,1,0.047607,0.304932,0.980713
1579018988,""
1579018988,13,3,1,0.110107,0.349121,0.961182
1579018989,13,3,1,0.101562,0.350342,0.955566
1579018990,13,3,1,0.102783,0.355957,0.968262
1579018991,13,2,1,0.287354,0.787598,0.582520
1579018992,13,2,1,0.325195,0.825928,0.405518
1579018993,13,3,1,0.140381,0.554199,0.896729
1579018994,13,3,1,0.125000,0.498291,0.887207
1579018995,13,2,1,0.117188,0.467773,0.905762
1579018996,13,3,1,0.115479,0.448730,0.913086
1579018997,13,3,1,0.106934,0.441895,0.916260
1579019081,13,2,1,0.108154,0.406738,0.937012
1579019081,13,2,1,0.101562,0.415771,0.942139
1579019082,13,3,1,0.101807,0.414551,0.931885
1579019083,13,2,1,0.106445,0.411377,0.932129
1579019084,13,3,1,0.102539,0.415283,0.936768
1579019085,13,3,1,0.103027,0.407227,0.931885
1579019086,13,3,1,0.099854,0.412354,0.939453
1579019087,13,3,1,0.103271,0.410645,0.938477
1579019088,13,3,1,0.098633,0.408203,0.927979
1579019089,13,2,1,0.327637,0.724854,0.950195
1579019090,13,3,1,0.143799,0.491455,0.816162
1579019091,13,3,1,0.159668,0.770752,0.936279
1579019092,13,3,1,0.084473,0.468994,0.919434
1579019093,13,3,1,0.080078,0.447510,0.920654
1579019094,13,2,1,0.075928,0.423584,0.933594
1579019095,13,3,1,0.443115,0.448975,0.700439
1579019096,13,3,0,0.236084,0.802979,0.477539
1579019097,14,3,1,-0.000061,-0.000061,-0.000061
1579019098,13,3,1,0.089355,0.564209,0.851807
1579019099,13,3,1,0.074707,0.521729,0.873047
1579019100,13,3,1,0.069092,0.505127,0.891846
1579019101,13,3,1,0.063965,0.495117,0.892334
1579019102,13,3,1,0.058105,0.488525,0.909912
1579019256,""
1579019256,13,3,1,0.03,0.40,0.95
1579019257,13,3,1,0.14,0.87,0.48
1579019258,13,3,1,0.35,0.80,0.58
1579019259,13,3,1,0.37,0.67,0.65
1579019260,14,3,1,0.36,0.64,0.64
1579019261,14,3,1,0.36,0.42,0.90
1579019262,14,3,0,0.23,0.32,0.94
1579019263,12,3,1,0.08,0.21,0.94
1579019264,13,3,1,0.19,0.23,1.30
1579019265,13,3,1,0.05,0.40,0.95
1579019266,13,3,1,0.06,0.40,0.95
1579019267,13,3,1,0.06,0.39,0.94
1579019570,13,3,1,0.04,0.33,0.98
1579019571,13,3,1,0.04,0.32,0.98
1579019572,13,3,1,0.04,0.33,0.99
1579019573,13,3,1,0.34,0.27,1.13
1579019574,13,3,1,0.17,0.48,0.89
1579019613,13,3,1,3.93,0.32,0.98
1579019613,13,3,1,3.94,0.31,0.98
1579019614,13,3,1,3.92,0.32,0.99
1579276120,0.130615,3.584961,0.922852
1579276120,0.121826,3.581543,0.927002
1579276120,0.125488,3.582520,0.923584
1579276120,0.128418,3.578857,0.925537
1579276120,0.127197,3.579590,0.914307
1579276120,0.123047,3.581055,0.923584
1579276120,0.126221,3.582764,0.915039
1579276120,0.124756,3.585938,0.919434
1579276120,0.122314,3.577881,0.916260
1579276121,0.128174,3.585449,0.916748
1579276121,0.128418,3.577148,0.925781
1579276121,0.124268,3.585693,0.923584
1579276121,0.124512,3.577393,0.917969
1579276121,0.124756,3.579834,0.916016
1579276121,0.126953,3.578857,0.917480
1579276121,0.122314,3.586914,0.923096
1579276121,0.122803,3.578613,0.924072
1579276121,0.119385,3.579346,0.923340
1579276121,0.117432,3.577393,0.914551
