1579786268,nan,-1.0,-1.0,98.0
1579786268,nan,-1.0,1.0,98.0
1579786268,nan,1.0,1.0,98.0
1579786268,nan,-1.0,-1.0,98.0
1579786268,nan,-1.0,-1.0,98.0
1579786268,nan,1.0,-1.0,98.0
1579786268,nan,1.0,-1.0,98.0
1579786268,nan,1.0,-1.0,98.0
1579786268,nan,1.0,-1.0,98.0
1579786268,nan,-1.0,-1.0,98.0
1579786311,0.88571,1.0,1.0,98.0
1579786311,-1.0,0.30769,0.1875,98.0
1579786311,1.0,0.15385,1.0,98.0
1579786311,1.0,0.0,-0.5,98.0
1579786311,1.0,0.0,-0.4375,98.0
1579786311,1.0,0.38462,-1.0,98.0
1579786311,0.94286,-1.0,0.875,98.0
1579786311,-1.0,0.0,-0.3125,98.0
1579786311,1.0,0.30769,0.6875,98.0
1579786311,1.0,0.07692,0.875,98.0
1579786312,nan,1.0,-1.0,98.0
1579786312,nan,1.0,-0.09091,98.0
1579786312,nan,1.0,-0.09091,98.0
1579786312,nan,-1.0,1.0,98.0
1579786312,nan,1.0,0.27273,98.0
1579786312,nan,1.0,0.09091,98.0
1579786312,nan,0.5,-0.09091,98.0
1579786312,nan,1.0,0.09091,98.0
1579786312,nan,0.5,0.09091,98.0
1579786312,nan,1.0,0.09091,98.0
1579786313,-1.0,-1.0,1.0,98.0
1579786313,-1.0,-0.6,-0.54386,98.0
1579786313,-1.0,-0.6,-1.0,98.0
1579786313,-1.0,-1.0,-0.78947,98.0
1579786313,1.0,-0.2,-0.54386,98.0
1579786313,1.0,0.2,-0.78947,98.0
1579786313,-1.0,1.0,-0.12281,98.0
1579786313,-1.0,-1.0,-0.47368,98.0
1579786313,-1.0,-0.6,-0.54386,98.0
1579786313,-1.0,-1.0,-0.7193,98.0
1579786314,nan,0.97521,0.44,98.0
1579786314,nan,0.97521,-0.2,98.0
1579786314,nan,0.99174,1.0,98.0
1579786314,nan,0.96694,1.0,98.0
1579786314,nan,1.0,0.2,98.0
1579786314,nan,1.0,-0.28,98.0
1579786314,nan,0.9876,-0.68,98.0
1579786314,nan,-0.70661,-1.0,98.0
1579786314,nan,-0.73554,-0.04,98.0
1579786314,nan,-1.0,0.44,98.0
1579786315,-1.0,1.0,0.08333,98.0
1579786315,-1.0,0.98805,-0.33333,98.0
1579786315,1.0,0.96414,-0.08333,98.0
1579786315,-1.0,0.98805,0.08333,98.0
1579786315,-1.0,-1.0,0.66667,98.0
1579786315,-1.0,0.99203,1.0,98.0
1579786315,-1.0,0.9761,-0.5,98.0
1579786315,-1.0,0.96016,-1.0,98.0
1579786315,-1.0,0.98008,-0.16667,98.0
1579786315,-1.0,0.98008,-0.16667,98.0
1579786326,nan,1.0,-1.0,98.0
1579786326,nan,0.0,-1.0,98.0
1579786326,nan,0.0,-1.0,98.0
1579786326,nan,0.0,-1.0,98.0
1579786326,nan,0.0,-1.0,98.0
1579786326,nan,0.0,1.0,98.0
1579786326,nan,-1.0,-1.0,98.0
1579786326,nan,1.0,1.0,98.0
1579786326,nan,0.0,-1.0,98.0
1579786326,nan,0.0,-1.0,98.0
1579786327,nan,0.0,1.0,98.0
1579786327,nan,0.0,0.0,98.0
1579786327,nan,0.0,0.0,98.0
1579786327,nan,1.0,0.0,98.0
1579786327,nan,0.0,0.0,98.0
1579786327,nan,1.0,1.0,98.0
1579786327,nan,0.0,-1.0,98.0
1579786327,nan,-1.0,-1.0,98.0
1579786327,nan,-1.0,0.0,98.0
1579786327,nan,0.0,0.0,98.0
1579786328,nan,0.0,-1.0,99.0
1579786328,nan,1.0,-1.0,99.0
1579786328,nan,0.0,-1.0,99.0
1579786328,nan,1.0,-1.0,99.0
1579786328,nan,0.0,1.0,99.0
1579786328,nan,-1.0,1.0,99.0
1579786328,nan,0.0,-1.0,99.0
1579786328,nan,1.0,-1.0,99.0
1579786328,nan,0.0,-1.0,99.0
1579786328,nan,-1.0,-1.0,99.0
1579786329,-1.0,-0.2,-0.67742,99.0
1579786329,-1.0,-0.2,-0.67742,99.0
1579786329,-1.0,-1.0,1.0,99.0
1579786329,-1.0,-0.6,-0.22581,99.0
1579786329,-1.0,-0.6,-0.41935,99.0
1579786329,-1.0,-0.2,-0.35484,99.0
1579786329,1.0,-0.2,-1.0,99.0
1579786329,-1.0,-0.2,0.03226,99.0
1579786329,-1.0,1.0,-0.54839,99.0
1579786329,-1.0,-0.2,-0.74194,99.0
1579786330,-1.0,-1.0,-0.25,99.0
1579786330,-1.0,0.6,1.0,99.0
1579786330,-1.0,0.2,-0.5,99.0
1579786330,-1.0,0.2,-0.25,99.0
1579786330,-1.0,0.2,1.0,99.0
1579786330,-1.0,0.6,1.0,99.0
1579786330,1.0,1.0,-0.25,99.0
1579786330,-1.0,-0.6,1.0,99.0
1579786330,-1.0,0.6,0.25,99.0
1579786330,1.0,1.0,-1.0,99.0
1579786381,0.0,1.0,-0.91304,98.0
1579786381,0.0,0.3,0.56522,98.0
1579786381,-1.0,0.7,0.30435,98.0
