1579786381,0.0,0.5,-0.47826,98.0
1579786381,1.0,-0.5,-0.82609,98.0
1579786381,0.0,-1.0,-1.0,98.0
1579786381,0.0,-0.4,-0.3913,98.0
1579786381,-1.0,0.6,-0.3913,98.0
1579786381,-1.0,0.4,1.0,98.0
1579786381,0.0,0.7,0.30435,98.0
1579786382,0.33333,-0.2,1.0,98.0
1579786382,0.33333,-0.73333,-0.81818,98.0
1579786382,-0.33333,-1.0,-1.0,98.0
1579786382,-1.0,0.73333,0.63636,98.0
1579786382,-0.33333,0.33333,0.09091,98.0
1579786382,-0.33333,1.0,0.63636,98.0
1579786382,1.0,0.46667,0.09091,98.0
1579786382,0.33333,-1.0,0.27273,98.0
1579786382,-0.33333,-0.06667,-0.09091,98.0
1579786382,-1.0,0.46667,0.27273,98.0
1579786383,1.0,-0.41176,-0.6,98.0
1579786383,0.0,-0.76471,0.26667,98.0
1579786383,0.0,-0.29412,1.0,98.0
1579786383,1.0,0.17647,-0.66667,98.0
1579786383,0.0,1.0,1.0,98.0
1579786383,-1.0,1.0,-0.4,98.0
1579786383,0.0,-1.0,-0.4,98.0
1579786383,1.0,0.05882,0.33333,98.0
1579786383,0.0,0.29412,-1.0,98.0
1579786383,-1.0,0.41176,0.46667,98.0
1579786384,-0.33333,0.42857,0.65217,98.0
1579786384,1.0,0.57143,-0.73913,98.0
1579786384,0.33333,-0.85714,0.30435,98.0
1579786384,-0.33333,-0.28571,-1.0,98.0
1579786384,-1.0,1.0,1.0,98.0
1579786384,-0.33333,0.28571,0.13043,98.0
1579786384,-1.0,0.0,-0.82609,98.0
1579786384,0.33333,-1.0,-0.04348,98.0
1579786384,-1.0,0.42857,-0.56522,98.0
1579786384,-1.0,0.85714,0.3913,98.0
1579786385,-1.0,0.41176,1.0,98.0
1579786385,1.0,-0.41176,-0.46154,98.0
1579786385,-1.0,-0.88235,-0.61538,98.0
1579786385,-1.0,-0.64706,0.15385,98.0
1579786385,-1.0,0.52941,0.76923,98.0
1579786385,1.0,0.41176,-0.15385,98.0
1579786385,1.0,-0.64706,-1.0,98.0
1579786385,-1.0,-1.0,-0.38462,98.0
1579786385,-1.0,-0.52941,0.23077,98.0
1579786385,-1.0,1.0,0.07692,98.0
1579786482,nan,nan,1.0,98.0
1579786482,nan,nan,-1.0,98.0
1579786482,nan,nan,0.0,98.0
1579786482,nan,nan,0.0,98.0
1579786482,nan,nan,0.0,98.0
1579786482,nan,nan,0.0,98.0
1579786482,nan,nan,-1.0,98.0
1579786482,nan,nan,0.0,98.0
1579786482,nan,nan,1.0,98.0
1579786482,nan,nan,0.0,98.0
1579786483,-1.0,-1.0,-0.07692,98.0
1579786483,-1.0,0.97177,0.84615,98.0
1579786483,1.0,-1.0,0.02564,98.0
1579786483,1.0,0.99597,0.58974,98.0
1579786483,-1.0,-0.96371,1.0,98.0
1579786483,1.0,0.92742,-0.12821,98.0
1579786483,1.0,1.0,0.17949,98.0
1579786483,-1.0,-1.0,0.02564,98.0
1579786483,-1.0,-1.0,0.64103,98.0
1579786483,-1.0,0.41129,-1.0,98.0
1579786484,1.0,-1.0,0.84,98.0
1579786484,1.0,-1.0,0.84,98.0
1579786484,1.0,-0.75,0.76,98.0
1579786484,1.0,-0.5,0.76,98.0
1579786484,1.0,-0.5,0.68,98.0
1579786484,1.0,-0.5,0.6,98.0
1579786484,1.0,0.25,-0.12,98.0
1579786484,-1.0,0.0,-1.0,98.0
1579786484,1.0,1.0,1.0,98.0
1579786484,1.0,0.25,0.92,98.0
1579786485,1.0,-1.0,0.38776,98.0
1579786485,1.0,0.90385,-0.83673,98.0
1579786485,0.6,0.89615,0.14286,98.0
1579786485,1.0,0.91154,-0.18367,98.0
1579786485,-1.0,0.88846,-1.0,98.0
1579786485,1.0,0.92308,0.06122,98.0
1579786485,0.6,0.93077,1.0,98.0
1579786485,0.6,0.95,0.42857,98.0
1579786485,1.0,0.97692,0.46939,98.0
1579786485,0.6,1.0,0.59184,98.0
1579786486,-1.0,0.5,-0.29412,98.0
1579786486,0.0,-0.25,-0.52941,98.0
1579786486,0.0,0.25,-1.0,98.0
1579786486,0.0,-0.5,-0.17647,98.0
1579786486,0.0,0.25,-0.23529,98.0
1579786486,0.0,0.25,-0.70588,98.0
1579786486,0.0,0.75,-0.64706,98.0
1579786486,1.0,-1.0,1.0,98.0
1579786486,1.0,1.0,-0.29412,98.0
1579786486,0.0,0.75,-0.88235,98.0
1579786519,1.0,0.98499,-0.46667,98.0
1579786519,-1.0,-1.0,1.0,98.0
1579786519,1.0,0.9925,0.2,98.0
1579786519,1.0,0.97749,-0.73333,98.0
1579786519,1.0,0.98874,-0.46667,98.0
1579786519,1.0,0.98499,-0.33333,98.0
1579786519,1.0,0.95872,0.86667,98.0
1579786519,1.0,0.35084,0.73333,98.0
1579786519,1.0,1.0,-1.0,98.0
1579786519,1.0,0.96248,-0.2,98.0
1579786520,nan,-0.79245,0.33333,98.0
1579786520,nan,-1.0,1.0,98.0
1579786520,nan,-1.0,0.66667,98.0
1579786520,nan,-1.0,-1.0,98.0
1579786520,nan,0.98113,-0.66667,98.0
1579786520,nan,-1.0,0.0,98.0
1579786520,nan,0.97358,1.0,98.0
1579786520,nan,0.99623,0.0,98.0
1579786520,nan,-1.0,0.33333,98.0
1579786520,nan,1.0,-0.33333,98.0
1579786521,nan,0.96364,0.0,98.0
1579786521,nan,0.91273,0.5,98.0
1579786521,nan,0.94909,1.0,98.0
1579786521,nan,-1.0,-0.5,98.0
1579786521,nan,1.0,-1.0,98.0
1579786521,nan,-0.2,-1.0,98.0
1579786521,nan,-0.59273,0.5,98.0
1579786521,nan,0.96364,0.5,98.0
1579786521,nan,0.98545,0.0,98.0
1579786521,nan,0.97818,-0.5,98.0
1579786522,0.85714,1.0,0.08333,98.0
1579786522,0.85714,0.81053,0.91667,98.0
1579786522,0.85714,0.81053,0.66667,98.0
1579786522,1.0,0.83158,0.08333,98.0
1579786522,0.71429,0.76842,-0.16667,98.0
1579786522,-1.0,-1.0,0.5,98.0
1579786522,1.0,0.53684,-0.91667,98.0
1579786522,0.85714,0.34737,-1.0,98.0
1579786522,1.0,0.2,1.0,98.0
1579786522,0.85714,0.38947,0.16667,98.0
1579786523,-1.0,-0.45946,0.7037,98.0
1579786523,1.0,1.0,-1.0,98.0
1579786523,-1.0,-1.0,-0.7037,98.0
1579786523,1.0,-0.62162,-0.48148,98.0
1579786523,-1.0,-0.40541,1.0,98.0
1579786523,-1.0,-0.67568,0.11111,98.0
1579786523,-1.0,-0.56757,0.14815,98.0
1579786523,-1.0,-0.56757,0.18519,98.0
1579786523,-1.0,-0.62162,0.07407,98.0
1579786523,-1.0,-0.62162,0.11111,98.0
