# OpenSignals Text File Format. Version 1
# {"20:15:12:22:81:68": {"sensor": ["ACCBITREV", "OXIBIT", "HR"], "device name": "20:15:12:22:81:68", "column": ["nSeq", "I1", "I2", "O1", "O2", "A1", "A2", "A3"], "sync interval": 2, "time": "15:46:58.585", "comments": "", "device connection": "BTH20:15:12:22:81:68", "channels": [1, 2, 3], "keywords": "", "convertedValues": 1, "mode": 0, "digital IO": [0, 0, 1, 1], "firmware version": "1280", "device": "bitalino_rev", "position": 0, "sampling rate": 100, "label": ["A1", "A2", "A3"], "resolution": [4, 1, 1, 1, 1, 10, 10, 10], "date": "2019-11-6", "special": [{}, {}, {}]}}
# EndOfHeader
0.0	0.0	0.0	0.0	0.0	0.212	89.0	57.0	
1.0	0.0	0.0	0.0	0.0	0.144	89.0	57.0	
2.0	0.0	0.0	0.0	0.0	0.077	88.4	56.2	
3.0	0.0	0.0	0.0	0.0	0.144	89.0	57.0	
4.0	0.0	0.0	0.0	0.0	0.173	89.0	57.0	
5.0	0.0	0.0	0.0	0.0	0.154	89.0	57.2	
6.0	0.0	0.0	0.0	0.0	0.125	88.7	56.0	
7.0	0.0	0.0	0.0	0.0	0.144	89.0	57.0	
8.0	0.0	0.0	0.0	0.0	0.192	89.0	57.0	
9.0	0.0	0.0	0.0	0.0	0.077	89.0	56.7	
10.0	0.0	0.0	0.0	0.0	-0.212	88.7	56.4	
11.0	0.0	0.0	0.0	0.0	-0.394	88.7	57.0	
12.0	0.0	0.0	0.0	0.0	-0.51	89.0	57.0	
13.0	0.0	0.0	0.0	0.0	-0.712	89.0	57.0	
14.0	0.0	0.0	0.0	0.0	-0.923	88.7	56.4	
15.0	0.0	0.0	0.0	0.0	-1.029	88.7	56.7	
0.0	0.0	0.0	0.0	0.0	-1.115	89.0	57.0	
1.0	0.0	0.0	0.0	0.0	-1.298	89.0	57.0	
2.0	0.0	0.0	0.0	0.0	-1.413	88.7	56.4	
3.0	0.0	0.0	0.0	0.0	-1.702	89.0	57.0	
4.0	0.0	0.0	1.0	0.0	-1.288	89.0	57.0	
5.0	0.0	0.0	1.0	0.0	-1.327	89.0	57.4	
6.0	0.0	0.0	1.0	0.0	-1.471	87.7	55.0	
7.0	0.0	0.0	1.0	0.0	-1.317	89.0	57.0	
8.0	0.0	0.0	1.0	0.0	-1.154	89.0	57.0	
9.0	0.0	0.0	1.0	0.0	-1.192	89.0	57.2	
10.0	0.0	0.0	1.0	0.0	-1.231	87.7	54.7	
11.0	0.0	0.0	1.0	0.0	-1.231	89.0	57.4	
12.0	0.0	0.0	1.0	0.0	-1.173	89.0	57.0	
13.0	0.0	0.0	1.0	0.0	-1.115	89.0	57.2	
14.0	0.0	0.0	1.0	0.0	-1.058	88.0	54.7	
15.0	0.0	0.0	1.0	0.0	-1.01	89.0	58.2	
0.0	0.0	0.0	1.0	0.0	-0.962	89.0	57.0	
1.0	0.0	0.0	1.0	0.0	-0.846	89.0	57.4	
2.0	0.0	0.0	1.0	0.0	-0.808	88.2	55.2	
3.0	0.0	0.0	1.0	0.0	-0.692	88.7	58.4	
4.0	0.0	0.0	1.0	0.0	-0.596	89.0	57.0	
5.0	0.0	0.0	1.0	0.0	-0.596	89.0	57.0	
6.0	0.0	0.0	1.0	0.0	-0.683	88.7	56.0	
7.0	0.0	0.0	1.0	0.0	-0.654	88.7	58.4	
8.0	0.0	0.0	1.0	0.0	-0.558	89.0	57.0	
9.0	0.0	0.0	1.0	0.0	-0.423	89.0	57.2	
10.0	0.0	0.0	1.0	0.0	-0.308	89.0	55.7	
11.0	0.0	0.0	1.0	0.0	-0.25	88.7	58.4	
12.0	0.0	0.0	1.0	0.0	-0.25	88.7	57.0	
13.0	0.0	0.0	1.0	0.0	-0.269	89.0	57.0	
14.0	0.0	0.0	1.0	0.0	-0.346	89.0	55.7	
15.0	0.0	0.0	1.0	0.0	-0.394	88.7	58.4	
0.0	0.0	0.0	1.0	0.0	-0.5	89.0	57.0	
1.0	0.0	0.0	1.0	0.0	-0.548	89.0	57.0	
2.0	0.0	0.0	1.0	0.0	-0.587	89.0	56.0	
3.0	0.0	0.0	1.0	0.0	-0.538	88.7	58.2	
4.0	0.0	0.0	1.0	0.0	-0.529	89.0	57.0	
5.0	0.0	0.0	1.0	0.0	-0.538	89.0	57.0	
6.0	0.0	0.0	1.0	0.0	-0.663	88.7	56.4	
7.0	0.0	0.0	1.0	0.0	-0.779	88.7	58.0	
8.0	0.0	0.0	1.0	0.0	-0.587	89.0	57.0	
9.0	0.0	0.0	1.0	0.0	-0.163	89.0	57.0	
